Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Vehicle_Type,Vehicle_Condition,Vehicle_Price,Down_Payment,Loan_Amount,Loan_Tenure,Vehicle_Usage,Number_of_Dependents,Loan_Approval
VL100665,32,Salaried,Contract,82100,0.4,15800,Car,New,749000,138000,611000,5,Commercial,2,Rejected
VL100666,21,Private Employee,Permanent,51100,0.2,6500,Car,New,760000,198700,561300,2,Business,1,Rejected
VL100667,38,Salaried,Permanent,57700,18.0,3600,SUV,Used,1014000,163800,850200,1,Personal,0,Approved
VL100668,29,Self Employed,Self Employed,90500,6.5,10000,Car,Used,390000,35600,354400,2,Commercial,4,Approved
VL100669,36,Private Employee,Permanent,52500,1.2,700,Car,New,939000,147800,791200,3,Personal,0,Approved
VL100670,34,Professional,Permanent,45300,11.0,6800,Car,New,707000,114100,592900,3,Personal,2,Approved
VL100671,43,Government Employee,Permanent,16500,11.3,1400,SUV,Used,882000,194600,687400,3,Business,1,Approved
VL100672,50,Professional,Permanent,56600,5.1,9500,Motorcycle,New,105000,10200,94800,5,Personal,2,Approved
VL100673,21,Government Employee,Permanent,29100,0.1,4000,Motorcycle,Used,59000,16700,42300,2,Personal,3,Approved
VL100674,44,Professional,Permanent,43700,9.4,5400,Motorcycle,New,118000,37700,80300,3,Personal,0,Approved
VL100675,40,Salaried,Permanent,51400,12.1,7500,Commercial Vehicle,New,1785000,309900,1475100,3,Commercial,3,Approved
VL100676,37,Private Employee,Contract,33300,3.6,5600,Motorcycle,New,111000,27800,83200,3,Personal,1,Rejected
VL100677,43,Private Employee,Permanent,38000,8.7,100,Car,Used,452000,175700,276300,7,Business,0,Approved
VL100678,50,Self Employed,Self Employed,17700,25.2,3200,SUV,Used,638000,137000,501000,3,Personal,2,Approved
VL100679,29,Salaried,Permanent,21700,3.6,0,Motorcycle,Used,47000,4100,42900,2,Personal,3,Approved
VL100680,62,Self Employed,Self Employed,36500,13.3,3300,Motorcycle,Used,70000,11900,58100,2,Business,2,Approved
VL100681,22,Government Employee,Permanent,15000,1.0,3200,Scooter,New,89000,12600,76400,5,Business,2,Rejected
VL100682,31,Government Employee,Permanent,76500,3.2,9000,Motorcycle,New,124000,27300,96700,5,Personal,1,Approved
VL100683,40,Salaried,Permanent,33800,1.6,2700,Motorcycle,Used,55000,16900,38100,3,Personal,0,Approved
VL100684,29,Salaried,Contract,42200,3.4,2600,Car,New,716000,28600,687400,5,Personal,0,Rejected
VL100685,33,Private Employee,Contract,18300,2.1,200,SUV,New,1574000,504700,1069300,7,Personal,2,Rejected
VL100686,39,Salaried,Contract,26200,2.8,6400,Car,Used,672000,149700,522300,2,Personal,3,Rejected
VL100687,36,Salaried,Permanent,31200,4.0,0,SUV,New,1456000,383400,1072600,2,Commercial,4,Rejected
VL100688,50,Professional,Permanent,15000,6.9,100,SUV,New,1206000,288100,917900,2,Personal,2,Approved
VL100689,46,Salaried,Contract,42000,8.5,0,Scooter,New,65000,9300,55700,7,Commercial,0,Approved
VL100690,29,Salaried,Permanent,61800,2.3,14100,Car,New,697000,169600,527400,2,Commercial,0,Approved
VL100691,37,Private Employee,Contract,35900,6.1,2900,Motorcycle,New,126000,36800,89200,5,Personal,1,Approved
VL100692,43,Salaried,Permanent,37700,13.0,5800,Electric Vehicle,Used,584000,181300,402700,5,Personal,2,Approved
VL100693,21,Government Employee,Permanent,33000,0.2,4900,SUV,New,1617000,485800,1131200,1,Commercial,1,Rejected
VL100694,36,Private Employee,Permanent,24900,2.7,3600,Car,Used,642000,99900,542100,5,Personal,1,Rejected
VL100695,31,Salaried,Permanent,36700,8.9,4100,Scooter,New,80000,25600,54400,3,Commercial,3,Rejected
VL100696,34,Salaried,Permanent,38000,5.1,4400,Commercial Vehicle,Used,750000,221500,528500,3,Commercial,3,Approved
VL100697,51,Salaried,Permanent,46300,13.4,9400,Commercial Vehicle,Used,1180000,334400,845600,3,Personal,4,Rejected
VL100698,42,Salaried,Permanent,24800,6.6,2600,Scooter,Used,40000,3800,36200,5,Commercial,2,Approved
VL100699,38,Private Employee,Permanent,35800,3.5,1700,SUV,New,1287000,196200,1090800,5,Commercial,0,Rejected
VL100700,28,Salaried,Permanent,28300,1.6,5700,Car,New,693000,147700,545300,5,Personal,1,Rejected
VL100701,45,Government Employee,Permanent,31100,13.9,4400,Motorcycle,Used,90000,25000,65000,5,Personal,1,Approved
VL100702,24,Salaried,Contract,41600,4.0,0,Motorcycle,Used,52000,3600,48400,3,Personal,1,Rejected
VL100703,33,Professional,Permanent,15000,1.9,1000,Car,Used,519000,50800,468200,7,Commercial,0,Approved
VL100704,38,Business Owner,Business,56800,8.4,4800,SUV,New,1606000,337000,1269000,7,Business,2,Approved
VL100705,37,Self Employed,Self Employed,41400,10.4,9000,SUV,New,1242000,129400,1112600,2,Commercial,0,Approved
VL100706,31,Self Employed,Self Employed,65200,6.7,6900,SUV,New,1550000,257600,1292400,5,Business,2,Approved
VL100707,28,Professional,Permanent,15000,3.2,600,Car,Used,543000,103200,439800,1,Personal,1,Approved
VL100708,50,Salaried,Permanent,53100,13.0,800,Electric Vehicle,Used,723000,13400,709600,3,Business,0,Approved
VL100709,23,Professional,Permanent,23000,3.0,2400,Electric Vehicle,Used,785000,173200,611800,3,Personal,1,Rejected
VL100710,43,Private Employee,Permanent,52800,3.0,9500,Commercial Vehicle,Used,1332000,244800,1087200,3,Business,0,Approved
VL100711,32,Salaried,Permanent,51900,2.8,12500,Commercial Vehicle,Used,1183000,71400,1111600,2,Personal,2,Rejected
VL100712,26,Private Employee,Permanent,81600,6.0,0,Car,New,835000,121700,713300,3,Personal,2,Approved
VL100713,31,Self Employed,Self Employed,43300,2.5,5100,Commercial Vehicle,New,1951000,523300,1427700,2,Commercial,1,Approved
VL100714,32,Self Employed,Self Employed,15000,3.4,1000,SUV,Used,1000000,166800,833200,7,Personal,0,Rejected
VL100715,24,Government Employee,Permanent,28800,0.8,2600,Car,Used,398000,79000,319000,7,Personal,1,Approved
VL100716,47,Private Employee,Permanent,43600,8.7,1800,Scooter,New,65000,14400,50600,5,Personal,2,Approved
VL100717,37,Private Employee,Permanent,37300,4.5,0,Scooter,Used,50000,1400,48600,3,Personal,0,Approved
VL100718,25,Government Employee,Permanent,22100,0.9,2900,Car,New,778000,253300,524700,5,Commercial,0,Rejected
VL100719,27,Business Owner,Business,49300,1.5,3500,Car,Used,432000,103200,328800,5,Personal,3,Approved
VL100720,21,Government Employee,Permanent,114000,1.0,18700,Car,New,910000,213900,696100,1,Commercial,1,Approved
VL100721,37,Salaried,Contract,37900,16.3,4100,Scooter,New,72000,18400,53600,3,Commercial,2,Rejected
VL100722,31,Salaried,Permanent,59200,1.7,13700,Motorcycle,Used,64000,12200,51800,3,Personal,3,Approved
VL100723,21,Salaried,Permanent,41900,0.1,8500,Scooter,New,82000,16100,65900,1,Commercial,1,Rejected
VL100724,25,Private Employee,Permanent,24600,0.5,6500,SUV,Used,760000,306300,453700,3,Personal,1,Approved
VL100725,28,Salaried,Permanent,19600,2.4,600,Motorcycle,New,108000,7400,100600,5,Business,3,Rejected
VL100726,26,Government Employee,Permanent,40000,3.0,8200,Car,New,784000,198800,585200,7,Personal,2,Approved
VL100727,57,Private Employee,Permanent,39900,19.9,4400,Motorcycle,Used,62000,6500,55500,2,Personal,0,Approved
VL100728,43,Salaried,Permanent,30600,19.4,4500,Scooter,New,81000,26300,54700,7,Personal,2,Rejected
VL100729,22,Private Employee,Permanent,36900,0.4,3800,Electric Vehicle,Used,592000,122200,469800,7,Personal,0,Approved
VL100730,39,Self Employed,Self Employed,22500,16.4,2600,Electric Vehicle,New,1554000,112700,1441300,3,Personal,1,Rejected
VL100731,32,Self Employed,Self Employed,35100,2.8,2500,Car,Used,408000,100600,307400,1,Personal,0,Approved
VL100732,36,Salaried,Permanent,36600,1.6,7500,Motorcycle,Used,63000,18600,44400,3,Personal,3,Approved
VL100733,31,Government Employee,Permanent,26600,6.3,1000,Motorcycle,New,96000,22100,73900,3,Personal,2,Rejected
VL100734,40,Salaried,Permanent,21800,5.4,2300,Car,New,818000,228000,590000,5,Personal,2,Rejected
VL100735,46,Salaried,Contract,20200,16.2,3200,Car,New,857000,280800,576200,1,Personal,0,Rejected
VL100736,35,Self Employed,Self Employed,92800,0.1,6900,Car,New,691000,186800,504200,3,Business,2,Approved
VL100737,25,Business Owner,Business,21700,1.4,3900,Motorcycle,New,118000,19000,99000,1,Personal,1,Rejected
VL100738,34,Salaried,Permanent,38700,4.6,2900,Electric Vehicle,New,1207000,388300,818700,1,Personal,3,Approved
VL100739,41,Salaried,Permanent,51900,6.1,4500,Car,New,797000,192500,604500,3,Commercial,1,Approved
VL100740,42,Government Employee,Permanent,60200,1.2,12100,Commercial Vehicle,New,2000000,311000,1689000,3,Personal,4,Approved
VL100741,32,Private Employee,Contract,90800,5.9,5800,Car,Used,363000,86900,276100,5,Commercial,1,Approved
VL100742,21,Professional,Contract,19800,0.1,3700,Scooter,Used,40000,9400,30600,1,Personal,1,Rejected
VL100743,44,Private Employee,Permanent,35100,12.4,5500,Motorcycle,New,105000,22300,82700,3,Personal,1,Approved
VL100744,32,Professional,Permanent,23400,0.8,6200,Car,New,731000,58200,672800,7,Business,3,Rejected
VL100745,38,Government Employee,Permanent,40300,6.8,2400,Electric Vehicle,New,1106000,339800,766200,7,Personal,4,Rejected
VL100746,52,Salaried,Permanent,24800,4.5,1900,Car,New,759000,203200,555800,3,Personal,2,Approved
VL100747,39,Private Employee,Permanent,37200,2.1,4600,SUV,New,1647000,241600,1405400,5,Personal,3,Rejected
VL100748,40,Government Employee,Permanent,23000,20.0,1800,Car,New,745000,183000,562000,1,Personal,0,Rejected
VL100749,33,Self Employed,Self Employed,21100,13.0,2900,Electric Vehicle,New,1244000,286800,957200,5,Personal,2,Rejected
VL100750,40,Government Employee,Permanent,23500,4.5,2700,Motorcycle,New,129000,7700,121300,7,Commercial,1,Rejected
VL100751,21,Private Employee,Permanent,21100,0.2,100,Car,New,859000,165700,693300,3,Personal,0,Rejected
VL100752,21,Government Employee,Permanent,42000,0.4,1700,Scooter,New,83000,19000,64000,2,Personal,1,Approved
VL100753,36,Self Employed,Self Employed,30900,3.2,7400,Electric Vehicle,New,1491000,520300,970700,2,Personal,2,Rejected
VL100754,21,Business Owner,Business,38400,0.7,2700,Motorcycle,New,113000,23600,89400,1,Business,1,Approved
VL100755,49,Salaried,Permanent,17900,6.3,2400,Car,New,787000,278000,509000,1,Personal,3,Rejected
VL100756,43,Professional,Permanent,39300,6.0,2100,Motorcycle,New,103000,18100,84900,3,Personal,1,Rejected
VL100757,49,Private Employee,Permanent,30100,7.7,1300,Motorcycle,New,97000,17600,79400,3,Personal,2,Approved
VL100758,31,Self Employed,Self Employed,64900,1.7,12200,Motorcycle,Used,52000,2800,49200,2,Business,4,Rejected
VL100759,37,Salaried,Permanent,88700,3.7,10900,Commercial Vehicle,New,1631000,319300,1311700,5,Personal,3,Approved
VL100760,33,Salaried,Contract,44100,3.0,1200,Motorcycle,New,129000,21400,107600,3,Personal,2,Approved
VL100761,31,Professional,Permanent,50600,1.1,6000,Scooter,New,76000,11500,64500,2,Personal,4,Rejected
VL100762,25,Government Employee,Permanent,31500,1.1,4200,Scooter,Used,43000,6600,36400,3,Personal,3,Approved
VL100763,31,Salaried,Permanent,41700,4.1,10000,Motorcycle,Used,53000,6100,46900,1,Personal,0,Approved
VL100764,27,Government Employee,Permanent,30900,1.0,0,SUV,Used,587000,70200,516800,7,Personal,3,Approved
VL100765,38,Professional,Permanent,37900,6.7,7200,Scooter,New,80000,16200,63800,3,Business,0,Rejected
VL100766,29,Salaried,Permanent,31100,5.1,2200,Car,Used,388000,99700,288300,3,Personal,0,Approved
VL100767,46,Private Employee,Permanent,41300,12.2,10700,Motorcycle,Used,43000,14000,29000,5,Business,2,Rejected
VL100768,27,Private Employee,Permanent,44600,1.1,10400,SUV,New,1475000,346500,1128500,2,Personal,2,Rejected
VL100769,32,Government Employee,Permanent,38100,8.3,9500,SUV,New,1418000,83100,1334900,5,Personal,4,Approved
VL100770,37,Private Employee,Permanent,40000,14.3,2800,Commercial Vehicle,Used,1407000,321500,1085500,3,Business,1,Rejected
VL100771,33,Private Employee,Permanent,79800,7.7,100,Car,New,903000,289000,614000,5,Business,2,Approved
VL100772,29,Professional,Contract,35100,0.5,3600,SUV,New,1467000,331700,1135300,2,Personal,0,Approved
VL100773,41,Self Employed,Self Employed,51400,3.9,1700,Motorcycle,Used,49000,15200,33800,3,Personal,1,Approved
VL100774,31,Business Owner,Business,33200,2.5,3200,SUV,New,1330000,227500,1102500,3,Commercial,1,Rejected
VL100775,44,Salaried,Permanent,51300,5.6,0,Electric Vehicle,New,1118000,166400,951600,2,Personal,4,Approved
VL100776,33,Government Employee,Permanent,56000,2.4,3900,Motorcycle,Used,72000,11000,61000,1,Personal,2,Approved
VL100777,39,Private Employee,Permanent,57600,6.0,12400,SUV,Used,867000,214400,652600,3,Personal,3,Approved
VL100778,38,Private Employee,Permanent,52800,1.4,6400,Motorcycle,New,130000,15400,114600,3,Commercial,1,Approved
VL100779,21,Government Employee,Permanent,62300,0.4,1100,Motorcycle,Used,54000,9400,44600,5,Personal,2,Approved
VL100780,51,Professional,Permanent,24000,16.3,3600,Car,Used,492000,116000,376000,5,Personal,4,Rejected
VL100781,21,Self Employed,Self Employed,22800,1.0,1200,SUV,New,1559000,500800,1058200,2,Personal,1,Rejected
VL100782,44,Self Employed,Self Employed,64900,21.6,12700,Electric Vehicle,New,1357000,169700,1187300,3,Commercial,0,Approved
VL100783,30,Private Employee,Permanent,24200,3.7,4300,Motorcycle,Used,82000,26900,55100,1,Business,4,Approved
VL100784,34,Private Employee,Contract,39700,8.2,6100,SUV,Used,760000,254300,505700,5,Personal,2,Approved
VL100785,28,Professional,Contract,62800,3.5,15100,Electric Vehicle,New,1272000,133200,1138800,5,Commercial,2,Approved
VL100786,43,Business Owner,Business,33100,3.8,2800,Motorcycle,New,96000,15200,80800,1,Personal,1,Approved
VL100787,27,Salaried,Permanent,29000,1.7,7500,Scooter,New,75000,11200,63800,5,Personal,3,Rejected
VL100788,24,Private Employee,Permanent,21900,0.8,3100,Car,Used,330000,36700,293300,5,Personal,3,Rejected
VL100789,46,Self Employed,Self Employed,42300,15.3,7000,Car,Used,490000,109400,380600,3,Personal,2,Rejected
VL100790,46,Salaried,Permanent,39100,7.2,0,Motorcycle,Used,81000,22500,58500,5,Personal,3,Approved
VL100791,33,Private Employee,Permanent,74900,13.0,6700,SUV,Used,877000,181300,695700,5,Commercial,2,Approved
VL100792,23,Business Owner,Business,44400,0.9,3600,Scooter,Used,52000,10200,41800,3,Personal,4,Approved
VL100793,30,Salaried,Permanent,71700,0.6,800,Car,Used,583000,201000,382000,7,Personal,0,Approved
VL100794,30,Government Employee,Permanent,60900,0.7,1600,Motorcycle,Used,47000,7200,39800,2,Personal,0,Approved
VL100795,43,Business Owner,Business,53400,11.6,10600,Motorcycle,New,121000,25700,95300,3,Personal,1,Approved
VL100796,48,Private Employee,Contract,24800,6.9,3800,Scooter,New,77000,14700,62300,1,Business,2,Rejected
VL100797,39,Professional,Permanent,70700,11.8,11100,Electric Vehicle,New,1162000,158900,1003100,2,Business,1,Rejected
VL100798,32,Professional,Permanent,26400,6.2,7100,Car,Used,532000,68900,463100,7,Personal,2,Rejected
VL100799,24,Salaried,Permanent,32100,2.3,4600,Commercial Vehicle,Used,1226000,280700,945300,5,Commercial,0,Rejected
VL100800,39,Salaried,Permanent,27600,8.7,5900,Commercial Vehicle,New,1606000,554400,1051600,3,Commercial,1,Rejected
VL100801,40,Salaried,Permanent,41800,6.2,5300,Scooter,New,86000,20700,65300,3,Personal,2,Approved
VL100802,22,Salaried,Permanent,26400,2.0,1400,Car,New,689000,75200,613800,3,Commercial,2,Approved
VL100803,32,Self Employed,Self Employed,17600,1.3,1800,Scooter,New,82000,11300,70700,5,Business,1,Rejected
VL100804,41,Private Employee,Permanent,135300,4.9,21100,SUV,Used,833000,181700,651300,3,Business,2,Rejected
VL100805,31,Private Employee,Permanent,20500,1.3,0,Electric Vehicle,New,1472000,208300,1263700,3,Commercial,1,Rejected
VL100806,34,Self Employed,Self Employed,67400,4.5,8200,Motorcycle,New,112000,25800,86200,1,Commercial,0,Approved
VL100807,42,Salaried,Permanent,59200,22.0,8300,Car,New,910000,227300,682700,3,Commercial,1,Approved
VL100808,34,Government Employee,Permanent,48400,3.8,2100,Scooter,Used,40000,6700,33300,2,Commercial,1,Approved
VL100809,21,Government Employee,Permanent,33700,1.0,0,Scooter,New,73000,100,72900,1,Commercial,2,Approved
VL100810,44,Salaried,Permanent,20200,17.5,2900,SUV,New,1466000,288500,1177500,5,Personal,0,Rejected
VL100811,38,Business Owner,Business,41000,1.9,4500,Commercial Vehicle,Used,820000,237700,582300,5,Business,0,Rejected
VL100812,21,Business Owner,Business,64700,0.3,12700,Motorcycle,New,115000,27300,87700,3,Personal,3,Rejected
VL100813,42,Self Employed,Self Employed,50000,14.9,5700,Scooter,New,77000,26300,50700,7,Personal,1,Approved
VL100814,26,Salaried,Contract,38800,1.6,0,SUV,Used,567000,153000,414000,3,Personal,2,Approved
VL100815,42,Government Employee,Permanent,77900,3.6,8000,Car,Used,629000,98100,530900,1,Business,4,Rejected
VL100816,22,Salaried,Permanent,53000,1.5,8600,Car,New,958000,144100,813900,5,Business,0,Rejected
VL100817,39,Professional,Permanent,34400,2.0,0,Scooter,New,87000,15300,71700,5,Business,1,Approved
VL100818,36,Private Employee,Contract,52100,16.0,0,Electric Vehicle,Used,1129000,186300,942700,5,Personal,1,Approved
VL100819,25,Salaried,Contract,36100,3.9,5600,Motorcycle,New,107000,23300,83700,5,Business,3,Rejected
VL100820,34,Salaried,Permanent,19500,9.5,3700,Motorcycle,Used,74000,7200,66800,3,Commercial,0,Rejected
VL100821,48,Salaried,Contract,106100,16.4,8600,Car,Used,431000,58000,373000,3,Commercial,4,Approved
VL100822,51,Self Employed,Self Employed,48700,10.6,6400,Electric Vehicle,Used,704000,121200,582800,1,Personal,4,Approved
VL100823,31,Private Employee,Contract,15000,6.1,400,Commercial Vehicle,New,1993000,402300,1590700,3,Personal,1,Rejected
VL100824,43,Self Employed,Self Employed,56900,5.5,3200,SUV,Used,628000,170500,457500,5,Commercial,0,Approved
VL100825,21,Private Employee,Permanent,68000,0.1,9300,Scooter,New,64000,10200,53800,2,Personal,3,Approved
VL100826,46,Private Employee,Permanent,54800,2.2,6300,Scooter,Used,44000,400,43600,1,Business,0,Approved
VL100827,43,Private Employee,Permanent,68400,4.7,9000,Car,Used,523000,151500,371500,3,Personal,3,Approved
VL100828,49,Business Owner,Business,48400,12.1,6700,Motorcycle,New,112000,19800,92200,5,Personal,4,Approved
VL100829,29,Self Employed,Self Employed,27600,4.8,7900,Car,New,733000,132000,601000,7,Business,1,Rejected
VL100830,29,Private Employee,Permanent,45600,5.3,0,Scooter,New,89000,24000,65000,2,Personal,0,Approved
VL100831,45,Self Employed,Self Employed,72500,7.8,11000,Car,Used,378000,113000,265000,2,Commercial,2,Approved
VL100832,37,Salaried,Permanent,66900,3.5,3800,Scooter,New,89000,21200,67800,7,Commercial,1,Approved
VL100833,34,Salaried,Permanent,22800,7.6,800,Motorcycle,New,117000,23700,93300,5,Commercial,2,Approved
VL100834,41,Private Employee,Permanent,71800,7.1,9600,Commercial Vehicle,New,1659000,294900,1364100,3,Personal,2,Approved
VL100835,40,Professional,Permanent,31400,10.5,3800,Scooter,New,74000,8000,66000,5,Commercial,2,Rejected
VL100836,35,Salaried,Permanent,34900,7.1,5700,Scooter,Used,56000,12500,43500,3,Personal,1,Approved
VL100837,43,Salaried,Permanent,38100,19.2,4200,Car,New,689000,65000,624000,1,Personal,3,Approved
VL100838,38,Business Owner,Business,93500,2.5,3000,Scooter,Used,44000,8700,35300,5,Commercial,1,Approved
VL100839,34,Private Employee,Contract,19500,7.9,0,Motorcycle,New,105000,39000,66000,5,Personal,4,Approved
VL100840,21,Self Employed,Self Employed,31400,0.1,1700,Car,Used,396000,28900,367100,7,Personal,2,Rejected
VL100841,30,Private Employee,Contract,50900,9.2,8000,SUV,New,1619000,385200,1233800,3,Personal,2,Approved
VL100842,37,Professional,Contract,39500,9.7,7100,Electric Vehicle,Used,673000,110800,562200,5,Personal,1,Approved
