Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Property_Value,Down_Payment,Property_Type,Property_Location_Type,Number_of_Dependents,Loan_Approval
HL100717,41,Salaried,Contract,51500,10.4,4400,4491000,15,5844000,1353000,Independent House,Rural,3,Approved
HL100718,33,Private Employee,Permanent,68100,4.0,3300,5510000,25,7323000,1813000,Apartment,Semi Urban,3,Approved
HL100719,45,Professional,Permanent,55700,3.8,5700,6128000,20,7822000,1694000,Plot,Urban,1,Approved
HL100720,32,Private Employee,Permanent,42600,3.5,0,3319000,25,3532000,213000,Builder Floor,Urban,3,Approved
HL100721,29,Private Employee,Contract,40400,2.4,3500,2104000,20,3252000,1148000,Villa,Urban,1,Approved
HL100722,22,Salaried,Permanent,63100,0.3,6200,7332000,20,9058000,1726000,Builder Floor,Semi Urban,2,Rejected
HL100723,24,Professional,Permanent,53000,0.3,1800,5702000,15,6875000,1173000,Plot,Urban,2,Rejected
HL100724,30,Salaried,Permanent,44200,9.0,7900,2608000,15,3884000,1276000,Builder Floor,Urban,3,Rejected
HL100725,27,Salaried,Permanent,29700,6.0,3000,2419000,25,3447000,1028000,Apartment,Urban,2,Rejected
HL100726,41,Salaried,Permanent,56100,8.1,3900,4916000,20,6484000,1568000,Independent House,Semi Urban,1,Rejected
HL100727,27,Salaried,Permanent,49900,3.2,4700,2947000,15,4102000,1155000,Plot,Semi Urban,0,Approved
HL100728,22,Private Employee,Permanent,46900,0.6,7000,5607000,30,6427000,820000,Builder Floor,Urban,3,Approved
HL100729,29,Private Employee,Contract,59200,3.3,7500,6296000,25,8005000,1709000,Apartment,Urban,0,Approved
HL100730,34,Government Employee,Permanent,72100,7.3,4600,6060000,10,8959000,2899000,Apartment,Semi Urban,2,Approved
HL100731,33,Salaried,Permanent,74300,8.1,9700,8858000,10,10619000,1761000,Apartment,Semi Urban,1,Approved
HL100732,52,Salaried,Permanent,69500,15.6,8100,7364000,20,8564000,1200000,Plot,Urban,0,Rejected
HL100733,32,Government Employee,Permanent,46200,8.3,1300,6165000,10,7968000,1803000,Builder Floor,Urban,2,Approved
HL100734,46,Salaried,Permanent,42000,6.7,4100,3106000,30,4024000,918000,Independent House,Rural,2,Approved
HL100735,38,Self Employed,Self Employed,33900,7.6,5600,2744000,20,3768000,1024000,Apartment,Semi Urban,3,Rejected
HL100736,38,Salaried,Permanent,41500,17.0,6900,5481000,10,6157000,676000,Apartment,Urban,1,Approved
HL100737,30,Government Employee,Permanent,51900,7.9,5300,6191000,15,6517000,326000,Builder Floor,Semi Urban,0,Approved
HL100738,37,Government Employee,Permanent,36100,8.2,6300,1811000,15,2564000,753000,Apartment,Semi Urban,0,Rejected
HL100739,31,Government Employee,Permanent,53700,2.1,2200,8478000,20,9783000,1305000,Apartment,Urban,1,Rejected
HL100740,40,Salaried,Permanent,35100,8.8,1500,5180000,15,6250000,1070000,Apartment,Urban,2,Rejected
HL100741,36,Salaried,Contract,25700,12.6,2600,1978000,25,2082000,104000,Plot,Rural,1,Rejected
HL100742,29,Business Owner,Business,97900,5.8,23500,9454000,25,13541000,4087000,Independent House,Urban,0,Rejected
HL100743,47,Salaried,Permanent,43800,2.1,5800,5278000,30,7019000,1741000,Apartment,Urban,4,Rejected
HL100744,42,Private Employee,Permanent,37200,2.3,3600,4294000,10,5686000,1392000,Apartment,Semi Urban,0,Rejected
HL100745,34,Private Employee,Permanent,33100,1.5,8100,3531000,15,4672000,1141000,Builder Floor,Urban,1,Rejected
HL100746,39,Government Employee,Permanent,62300,11.2,6000,4220000,25,4467000,247000,Independent House,Semi Urban,3,Approved
HL100747,37,Private Employee,Permanent,100600,1.9,30100,13042000,15,15186000,2144000,Independent House,Urban,2,Rejected
HL100748,30,Self Employed,Self Employed,45200,1.8,3600,3325000,15,4074000,749000,Apartment,Urban,1,Approved
HL100749,39,Business Owner,Business,61500,7.2,2400,7746000,30,9223000,1477000,Apartment,Urban,4,Rejected
HL100750,32,Salaried,Permanent,87700,10.2,9400,7343000,25,9159000,1816000,Plot,Rural,2,Rejected
HL100751,29,Government Employee,Permanent,22800,5.1,2300,2213000,25,2911000,698000,Plot,Semi Urban,0,Rejected
HL100752,23,Salaried,Contract,131300,0.7,7300,7993000,15,11427000,3434000,Independent House,Semi Urban,0,Approved
HL100753,35,Private Employee,Permanent,162700,10.8,53400,19234000,20,21409000,2175000,Builder Floor,Urban,4,Approved
HL100754,43,Self Employed,Self Employed,18000,22.0,2600,1765000,20,2261000,496000,Apartment,Semi Urban,1,Approved
HL100755,32,Salaried,Permanent,51900,5.1,8200,4187000,20,5791000,1604000,Builder Floor,Urban,3,Approved
HL100756,61,Government Employee,Permanent,37200,6.0,3100,2743000,10,3212000,469000,Apartment,Semi Urban,0,Approved
HL100757,46,Professional,Permanent,55300,5.2,4100,4555000,25,5726000,1171000,Apartment,Urban,0,Approved
HL100758,50,Salaried,Permanent,44900,6.0,9100,4909000,15,6610000,1701000,Builder Floor,Semi Urban,3,Rejected
HL100759,45,Private Employee,Permanent,78100,5.9,0,7824000,20,10042000,2218000,Builder Floor,Urban,4,Approved
HL100760,55,Self Employed,Self Employed,51500,11.7,1500,5568000,25,7669000,2101000,Plot,Urban,0,Approved
HL100761,31,Salaried,Contract,36000,5.4,3600,3235000,25,4188000,953000,Villa,Semi Urban,0,Approved
HL100762,22,Salaried,Permanent,50100,0.1,11400,6728000,10,8358000,1630000,Plot,Urban,2,Rejected
HL100763,34,Salaried,Permanent,68300,2.0,6100,7946000,20,9093000,1147000,Villa,Urban,2,Approved
HL100764,43,Professional,Permanent,36600,14.8,5600,1854000,20,2439000,585000,Apartment,Rural,1,Rejected
HL100765,39,Salaried,Contract,25800,5.4,3200,2012000,15,2606000,594000,Independent House,Urban,0,Rejected
HL100766,40,Salaried,Permanent,132800,4.3,29700,8126000,5,9455000,1329000,Villa,Semi Urban,4,Rejected
HL100767,50,Salaried,Permanent,40600,10.9,0,4313000,20,5880000,1567000,Independent House,Semi Urban,0,Approved
HL100768,41,Salaried,Contract,50900,20.0,9100,4479000,25,6601000,2122000,Builder Floor,Semi Urban,1,Rejected
HL100769,45,Private Employee,Contract,45300,17.7,4700,6001000,30,7206000,1205000,Independent House,Urban,1,Rejected
HL100770,30,Salaried,Permanent,69300,6.3,13400,7805000,15,9311000,1506000,Apartment,Semi Urban,0,Rejected
HL100771,28,Private Employee,Permanent,120300,7.0,6600,16781000,15,19950000,3169000,Apartment,Urban,2,Rejected
HL100772,53,Private Employee,Contract,70300,18.0,8600,11740000,10,12840000,1100000,Plot,Urban,1,Rejected
HL100773,39,Business Owner,Business,34200,18.0,3800,2730000,30,4405000,1675000,Apartment,Semi Urban,2,Approved
HL100774,32,Salaried,Permanent,29100,11.0,1200,1871000,25,2293000,422000,Builder Floor,Rural,1,Rejected
HL100775,32,Business Owner,Business,56600,1.5,1000,4371000,30,5150000,779000,Apartment,Urban,0,Rejected
HL100776,32,Private Employee,Permanent,48000,1.1,3500,5912000,20,6794000,882000,Apartment,Urban,3,Rejected
HL100777,32,Salaried,Permanent,25000,2.1,3300,2826000,15,3484000,658000,Plot,Semi Urban,2,Rejected
HL100778,26,Self Employed,Self Employed,78300,4.9,4700,9070000,20,10854000,1784000,Independent House,Urban,1,Approved
HL100779,24,Business Owner,Business,41500,1.1,3900,2686000,15,4039000,1353000,Plot,Semi Urban,0,Rejected
HL100780,36,Salaried,Permanent,106100,5.2,0,14470000,15,16445000,1975000,Apartment,Urban,2,Rejected
HL100781,33,Professional,Permanent,141400,9.4,12800,16200000,10,17939000,1739000,Independent House,Urban,3,Rejected
HL100782,48,Private Employee,Permanent,48400,7.8,9800,3411000,10,4636000,1225000,Independent House,Semi Urban,2,Rejected
HL100783,41,Private Employee,Permanent,66000,10.3,11600,6446000,15,8174000,1728000,Builder Floor,Rural,3,Approved
HL100784,40,Professional,Permanent,35800,12.8,4000,4004000,30,5018000,1014000,Apartment,Urban,0,Approved
HL100785,31,Government Employee,Permanent,68100,2.1,9500,4065000,25,5529000,1464000,Apartment,Rural,4,Rejected
HL100786,37,Business Owner,Business,54100,2.7,2900,4764000,25,6195000,1431000,Villa,Urban,1,Approved
HL100787,41,Government Employee,Permanent,31600,9.2,7900,3459000,15,4413000,954000,Builder Floor,Urban,1,Rejected
HL100788,44,Self Employed,Self Employed,47600,11.6,13600,5279000,25,5915000,636000,Plot,Urban,2,Rejected
HL100789,37,Private Employee,Permanent,43900,11.9,5800,3894000,15,4263000,369000,Plot,Urban,0,Rejected
HL100790,48,Salaried,Contract,46800,5.1,15300,4888000,10,5847000,959000,Independent House,Semi Urban,1,Rejected
HL100791,38,Government Employee,Permanent,78900,4.3,5200,10383000,15,11979000,1596000,Independent House,Urban,0,Rejected
HL100792,45,Government Employee,Permanent,36100,24.0,700,2204000,10,2906000,702000,Builder Floor,Urban,2,Approved
HL100793,34,Salaried,Contract,118300,11.2,7500,14872000,25,16097000,1225000,Builder Floor,Urban,2,Approved
HL100794,22,Salaried,Contract,29800,0.4,3100,2965000,25,3634000,669000,Plot,Semi Urban,2,Rejected
HL100795,40,Government Employee,Permanent,106500,18.2,32500,7178000,15,9042000,1864000,Plot,Rural,1,Approved
HL100796,45,Salaried,Permanent,34300,4.6,3300,3104000,20,3964000,860000,Builder Floor,Urban,1,Approved
HL100797,43,Salaried,Permanent,54200,8.2,2800,4597000,15,6145000,1548000,Apartment,Urban,3,Approved
HL100798,42,Self Employed,Self Employed,43500,10.5,2100,3281000,10,4070000,789000,Apartment,Rural,2,Approved
HL100799,35,Self Employed,Self Employed,46400,4.8,9800,6362000,20,7634000,1272000,Builder Floor,Urban,2,Rejected
HL100800,31,Self Employed,Self Employed,77700,3.5,15500,5933000,25,8719000,2786000,Independent House,Semi Urban,0,Approved
HL100801,43,Government Employee,Permanent,101100,15.9,8200,12985000,25,16118000,3133000,Apartment,Semi Urban,1,Approved
HL100802,42,Business Owner,Business,115700,18.3,0,6807000,10,10214000,3407000,Independent House,Rural,1,Approved
HL100803,33,Private Employee,Permanent,45200,3.8,1300,5570000,20,6910000,1340000,Villa,Urban,2,Rejected
HL100804,48,Salaried,Permanent,58900,3.8,15200,6319000,5,8088000,1769000,Plot,Urban,3,Approved
HL100805,30,Salaried,Permanent,38100,1.0,6700,4804000,10,6073000,1269000,Plot,Urban,4,Rejected
HL100806,33,Self Employed,Self Employed,34700,0.7,4300,4557000,10,5984000,1427000,Apartment,Urban,1,Rejected
HL100807,53,Salaried,Permanent,32300,32.0,8700,3507000,10,4311000,804000,Independent House,Urban,1,Approved
HL100808,46,Private Employee,Permanent,44500,18.1,12300,3345000,15,4331000,986000,Apartment,Rural,2,Approved
HL100809,35,Professional,Permanent,69700,8.7,8200,8161000,15,12412000,4251000,Builder Floor,Urban,1,Approved
HL100810,41,Salaried,Permanent,22900,5.7,2700,2823000,20,4056000,1233000,Apartment,Urban,2,Approved
HL100811,39,Salaried,Contract,53100,5.1,3900,6784000,15,9754000,2970000,Villa,Urban,2,Approved
HL100812,22,Professional,Permanent,123300,0.9,12000,10580000,10,11923000,1343000,Independent House,Urban,1,Approved
HL100813,30,Private Employee,Permanent,89800,0.9,100,6350000,30,7262000,912000,Villa,Urban,1,Approved
HL100814,38,Salaried,Permanent,41600,5.5,0,3990000,25,5232000,1242000,Independent House,Urban,1,Approved
HL100815,35,Business Owner,Business,36100,13.7,0,3527000,10,4910000,1383000,Villa,Semi Urban,2,Approved
HL100816,40,Business Owner,Business,83300,6.2,17200,5239000,15,6377000,1138000,Villa,Semi Urban,1,Rejected
HL100817,48,Private Employee,Permanent,19100,18.8,0,1902000,10,2276000,374000,Apartment,Urban,1,Rejected
HL100818,35,Private Employee,Permanent,89300,5.9,24600,7303000,30,10924000,3621000,Apartment,Semi Urban,0,Approved
HL100819,28,Salaried,Contract,49200,0.2,3000,3657000,15,5043000,1386000,Independent House,Urban,3,Approved
HL100820,41,Salaried,Permanent,123500,8.1,32000,13411000,10,19287000,5876000,Apartment,Urban,3,Approved
HL100821,35,Private Employee,Permanent,24900,6.6,2300,1565000,25,1919000,354000,Plot,Rural,3,Rejected
HL100822,37,Government Employee,Permanent,77800,6.1,0,7914000,25,9633000,1719000,Apartment,Rural,3,Approved
HL100823,35,Self Employed,Self Employed,51800,2.3,11500,4251000,15,6037000,1786000,Plot,Urban,0,Rejected
HL100824,58,Business Owner,Business,58300,14.3,13500,6652000,15,8305000,1653000,Apartment,Urban,0,Approved
HL100825,22,Salaried,Permanent,29200,0.1,1400,3311000,15,3995000,684000,Plot,Urban,2,Approved
HL100826,35,Private Employee,Permanent,70800,4.5,6600,6715000,15,7872000,1157000,Apartment,Urban,2,Approved
HL100827,38,Salaried,Permanent,73400,12.5,3500,6599000,15,8039000,1440000,Independent House,Semi Urban,2,Approved
HL100828,31,Business Owner,Business,151200,10.0,16700,17750000,25,25000000,7250000,Apartment,Urban,1,Approved
HL100829,46,Salaried,Permanent,85300,25.0,11000,7795000,25,8654000,859000,Villa,Rural,4,Approved
HL100830,45,Private Employee,Permanent,41500,4.5,3800,2271000,20,3113000,842000,Apartment,Semi Urban,1,Approved
HL100831,38,Private Employee,Permanent,34500,2.0,0,4454000,20,5323000,869000,Plot,Urban,2,Rejected
HL100832,36,Government Employee,Permanent,27800,7.5,2000,1627000,20,2042000,415000,Independent House,Rural,3,Rejected
HL100833,37,Self Employed,Self Employed,105100,7.1,18500,9465000,15,11955000,2490000,Builder Floor,Semi Urban,2,Approved
HL100834,37,Self Employed,Self Employed,38200,10.6,3900,3931000,25,4928000,997000,Villa,Urban,2,Rejected
HL100835,37,Private Employee,Permanent,105500,4.2,9900,11085000,10,13805000,2720000,Independent House,Urban,2,Rejected
HL100836,36,Self Employed,Self Employed,68600,6.9,3100,3461000,10,4244000,783000,Plot,Rural,3,Approved
HL100837,40,Professional,Permanent,72300,8.3,5100,4796000,10,5808000,1012000,Apartment,Rural,3,Rejected
HL100838,45,Government Employee,Permanent,44800,7.9,10400,2591000,25,3842000,1251000,Villa,Urban,1,Approved
HL100839,27,Private Employee,Permanent,72900,0.6,2100,6089000,20,7826000,1737000,Apartment,Semi Urban,1,Approved
HL100840,29,Salaried,Permanent,53800,5.8,9600,4549000,20,5758000,1209000,Plot,Rural,3,Approved
HL100841,22,Self Employed,Self Employed,45900,0.5,5700,4181000,20,5028000,847000,Apartment,Rural,2,Rejected
HL100842,46,Private Employee,Permanent,74100,19.1,10300,5250000,25,6460000,1210000,Independent House,Urban,2,Rejected
HL100843,40,Government Employee,Permanent,48200,16.9,3000,3718000,10,4473000,755000,Villa,Urban,1,Approved
HL100844,43,Salaried,Permanent,37800,9.0,3500,2992000,15,4162000,1170000,Independent House,Rural,1,Rejected
HL100845,25,Business Owner,Business,88700,2.9,10600,10098000,25,12017000,1919000,Apartment,Urban,1,Rejected
HL100846,54,Government Employee,Permanent,50000,33.0,3900,7921000,20,8338000,417000,Independent House,Urban,4,Approved
HL100847,33,Self Employed,Self Employed,67500,12.0,9900,4630000,15,5971000,1341000,Plot,Semi Urban,1,Rejected
HL100848,40,Salaried,Permanent,44200,10.4,6900,3297000,15,4109000,812000,Apartment,Urban,1,Rejected
HL100849,46,Professional,Permanent,36200,14.5,10600,3070000,30,3713000,643000,Apartment,Semi Urban,0,Approved
HL100850,29,Salaried,Permanent,118300,4.3,16800,12249000,15,17323000,5074000,Builder Floor,Urban,2,Approved
HL100851,33,Salaried,Permanent,108700,7.8,0,11745000,25,12363000,618000,Builder Floor,Semi Urban,1,Rejected
HL100852,40,Business Owner,Business,100800,16.4,21500,5979000,25,9143000,3164000,Apartment,Urban,2,Approved
HL100853,64,Professional,Permanent,52300,23.0,5400,2780000,25,3997000,1217000,Independent House,Semi Urban,0,Approved
HL100854,41,Salaried,Permanent,47300,20.0,13300,5915000,5,7125000,1210000,Apartment,Urban,1,Approved
HL100855,52,Private Employee,Contract,100900,31.0,24000,9159000,20,11224000,2065000,Builder Floor,Urban,0,Approved
HL100856,49,Self Employed,Self Employed,46200,13.1,3700,3783000,15,5115000,1332000,Independent House,Rural,0,Approved
HL100857,41,Business Owner,Business,50900,9.3,9000,3624000,15,4914000,1290000,Independent House,Semi Urban,3,Approved
HL100858,29,Government Employee,Permanent,119500,2.5,8700,11225000,15,13513000,2288000,Apartment,Urban,3,Approved
HL100859,48,Private Employee,Permanent,53000,18.1,6400,4926000,15,5417000,491000,Independent House,Urban,2,Rejected
HL100860,25,Self Employed,Self Employed,120100,1.4,20900,11632000,15,19040000,7408000,Apartment,Semi Urban,3,Approved
HL100861,52,Self Employed,Self Employed,28900,9.3,6000,1235000,20,1755000,520000,Plot,Rural,0,Approved
HL100862,40,Self Employed,Self Employed,68400,12.6,13100,4917000,15,6407000,1490000,Independent House,Urban,3,Approved
HL100863,22,Private Employee,Permanent,137600,0.2,17300,13013000,15,16990000,3977000,Independent House,Rural,1,Approved
HL100864,35,Salaried,Permanent,54900,12.2,17500,3801000,15,5205000,1404000,Plot,Urban,2,Rejected
HL100865,44,Professional,Permanent,55300,15.6,5000,3797000,20,5268000,1471000,Apartment,Semi Urban,2,Approved
HL100866,36,Business Owner,Business,40000,15.0,0,4079000,5,4308000,229000,Apartment,Urban,1,Rejected
HL100867,44,Self Employed,Self Employed,88200,12.8,600,10879000,25,13463000,2584000,Independent House,Urban,1,Approved
HL100868,30,Salaried,Contract,38300,6.8,9100,2844000,15,3484000,640000,Plot,Rural,0,Rejected
HL100869,26,Salaried,Permanent,51900,4.1,5900,6893000,20,8693000,1800000,Apartment,Urban,1,Rejected
HL100870,37,Self Employed,Self Employed,31100,16.0,4100,2607000,25,3629000,1022000,Plot,Rural,2,Rejected
HL100871,38,Salaried,Permanent,109200,8.7,8400,13657000,20,14793000,1136000,Independent House,Urban,4,Approved
HL100872,35,Professional,Permanent,104800,4.3,8800,9890000,20,11138000,1248000,Independent House,Urban,0,Approved
HL100873,49,Government Employee,Permanent,50700,15.8,2900,5082000,30,6090000,1008000,Independent House,Rural,2,Approved
HL100874,30,Self Employed,Self Employed,32200,7.9,5100,3657000,5,4764000,1107000,Apartment,Semi Urban,2,Rejected
HL100875,41,Business Owner,Business,135200,19.0,15200,16114000,15,22586000,6472000,Apartment,Urban,0,Approved
HL100876,39,Government Employee,Permanent,43700,1.7,6800,2119000,30,3262000,1143000,Plot,Semi Urban,1,Approved
HL100877,24,Government Employee,Permanent,31300,3.0,4600,3839000,25,4781000,942000,Independent House,Urban,1,Rejected
HL100878,26,Private Employee,Permanent,24500,1.5,2100,1982000,20,2777000,795000,Independent House,Rural,2,Rejected
HL100879,38,Private Employee,Permanent,40500,13.0,100,5216000,15,7213000,1997000,Builder Floor,Urban,1,Approved
HL100880,56,Government Employee,Permanent,26700,35.0,0,2119000,15,2877000,758000,Apartment,Urban,0,Approved
HL100881,43,Private Employee,Permanent,40900,9.6,14800,5177000,25,6621000,1444000,Independent House,Urban,1,Rejected
HL100882,22,Professional,Permanent,87100,1.0,20800,9337000,20,11499000,2162000,Apartment,Semi Urban,3,Approved
HL100883,22,Private Employee,Permanent,45800,0.1,10400,5022000,15,5804000,782000,Apartment,Rural,3,Rejected
HL100884,45,Salaried,Permanent,63600,24.0,4200,7330000,10,8420000,1090000,Builder Floor,Semi Urban,0,Approved
HL100885,37,Government Employee,Permanent,37200,14.7,4500,4722000,25,6277000,1555000,Builder Floor,Urban,2,Approved
HL100886,48,Government Employee,Permanent,53000,16.6,2900,4894000,20,6239000,1345000,Apartment,Urban,3,Approved
