Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Loan_Purpose,Number_of_Dependents,Monthly_Household_Expenses,Monthly_Savings_Surplus,Residence_Type,Employment_Business_Stability,Loan_Approval
PL100700,33,Salaried,Permanent,38000,4.5,3800,324000,1,Debt Consolidation,1,16300,16500,Owned,Very Stable,Rejected
PL100701,21,Business Owner,Business,57600,0.5,4800,690000,2,Home Renovation,2,9400,42200,Owned,Moderate,Rejected
PL100702,35,Government Employee,Permanent,23600,6.3,6100,70000,3,Emergency,1,4200,13700,Owned,Unstable,Approved
PL100703,50,Private Employee,Permanent,29800,19.4,5100,260000,3,Other Personal,0,21600,2600,Owned,Very Stable,Approved
PL100704,30,Self Employed,Self Employed,40800,4.9,11100,363000,3,Other Personal,1,14300,14100,Family Owned,Stable,Approved
PL100705,31,Salaried,Permanent,22100,0.6,2900,187000,2,Wedding,0,2600,16000,Owned,Stable,Approved
PL100706,46,Business Owner,Business,40900,3.6,9200,92000,1,Emergency,4,21900,8900,Rented,Stable,Rejected
PL100707,22,Professional,Permanent,14000,0.3,4400,75000,1,Consumer Purchase,1,8700,500,Family Owned,Very Stable,Rejected
PL100708,30,Salaried,Permanent,45700,1.3,9700,361000,5,Wedding,3,31000,4500,Owned,Stable,Rejected
PL100709,42,Government Employee,Permanent,26400,3.5,7300,127000,1,Emergency,0,11100,6600,Rented,Moderate,Approved
PL100710,42,Professional,Permanent,29800,11.8,8100,293000,1,Home Renovation,1,13400,7000,Rented,Unstable,Rejected
PL100711,25,Business Owner,Business,24500,2.7,5900,256000,3,Wedding,1,10800,7900,Family Owned,Moderate,Rejected
PL100712,43,Self Employed,Self Employed,33100,15.7,5400,374000,5,Emergency,1,13600,13400,Owned,Very Stable,Approved
PL100713,43,Government Employee,Permanent,22400,1.5,6300,166000,3,Wedding,1,8700,7300,Owned,Stable,Rejected
PL100714,29,Private Employee,Permanent,22200,6.9,4000,191000,2,Debt Consolidation,2,3400,14200,Family Owned,Stable,Rejected
PL100715,35,Private Employee,Permanent,38800,1.1,5300,403000,3,Consumer Purchase,4,11700,22900,Family Owned,Moderate,Rejected
PL100716,44,Self Employed,Self Employed,14000,3.3,1900,154000,3,Wedding,3,5400,6200,Owned,Stable,Approved
PL100717,33,Self Employed,Self Employed,27200,1.4,5200,163000,2,Wedding,2,4800,16600,Owned,Moderate,Approved
PL100718,21,Business Owner,Business,45100,0.3,7700,385000,4,Other Personal,2,9400,29100,Rented,Stable,Approved
PL100719,42,Self Employed,Self Employed,24200,16.1,400,89000,3,Consumer Purchase,1,7000,17300,Rented,Stable,Approved
PL100720,47,Self Employed,Self Employed,51300,6.3,17900,501000,4,Consumer Purchase,2,26800,7100,Rented,Stable,Rejected
PL100721,38,Government Employee,Permanent,17900,8.0,2500,203000,3,Consumer Purchase,3,6000,9300,Family Owned,Very Stable,Approved
PL100722,32,Salaried,Permanent,19500,2.1,3700,82000,3,Consumer Purchase,3,7200,8700,Owned,Stable,Approved
PL100723,35,Salaried,Permanent,14900,2.9,4400,118000,1,Medical,2,5000,5100,Owned,Stable,Rejected
PL100724,27,Salaried,Contract,15800,4.6,500,43000,4,Medical,2,6800,7900,Rented,Stable,Approved
PL100725,21,Salaried,Permanent,20800,1.0,4700,238000,3,Home Renovation,2,7900,8700,Family Owned,Very Stable,Rejected
PL100726,43,Salaried,Contract,42800,11.6,2600,248000,3,Consumer Purchase,0,14300,26600,Rented,Stable,Approved
PL100727,44,Business Owner,Business,19100,8.0,2900,77000,4,Wedding,2,13300,2800,Family Owned,Moderate,Rejected
PL100728,43,Salaried,Permanent,27900,17.3,7500,311000,5,Travel,0,7700,13500,Rented,Moderate,Approved
PL100729,36,Salaried,Contract,17100,11.3,4200,54000,3,Emergency,0,6800,6600,Owned,Unstable,Rejected
PL100730,48,Self Employed,Self Employed,36700,12.8,3300,133000,5,Other Personal,1,13000,20300,Rented,Stable,Approved
PL100731,36,Private Employee,Contract,21800,2.6,0,150000,2,Travel,3,10600,11700,Family Owned,Moderate,Approved
PL100732,36,Business Owner,Business,55000,0.7,0,436000,2,Wedding,1,30400,25100,Family Owned,Very Stable,Approved
PL100733,21,Private Employee,Permanent,36600,0.2,11100,137000,3,Emergency,2,16900,8900,Family Owned,Unstable,Rejected
PL100734,33,Private Employee,Permanent,15600,8.7,0,51000,1,Debt Consolidation,0,6100,9200,Rented,Stable,Rejected
PL100735,21,Salaried,Permanent,14000,0.5,1900,165000,3,Wedding,4,4900,7900,Owned,Stable,Rejected
PL100736,47,Self Employed,Self Employed,31100,7.9,1800,79000,1,Home Renovation,0,12900,15400,Rented,Very Stable,Rejected
PL100737,36,Government Employee,Permanent,20200,4.8,0,32000,4,Consumer Purchase,1,4500,15000,Rented,Stable,Approved
PL100738,47,Private Employee,Contract,35800,3.1,2200,81000,3,Emergency,1,18600,15600,Owned,Stable,Approved
PL100739,25,Business Owner,Business,36500,1.0,3800,256000,1,Wedding,4,23700,9700,Owned,Stable,Rejected
PL100740,35,Private Employee,Permanent,41100,2.4,9000,295000,2,Travel,0,37000,-2800,Owned,Unstable,Rejected
PL100741,31,Professional,Contract,48200,0.8,8100,437000,5,Wedding,1,24700,12100,Owned,Stable,Rejected
PL100742,21,Private Employee,Permanent,26700,0.2,1700,105000,4,Medical,2,4600,20900,Family Owned,Moderate,Approved
PL100743,47,Private Employee,Permanent,52300,4.7,0,213000,2,Wedding,0,32700,19700,Owned,Stable,Approved
PL100744,44,Salaried,Permanent,17300,5.2,4400,135000,3,Home Renovation,2,7100,6500,Family Owned,Unstable,Rejected
PL100745,37,Salaried,Permanent,45500,10.1,4400,289000,4,Travel,0,20900,18500,Owned,Moderate,Rejected
PL100746,41,Self Employed,Self Employed,28400,7.8,2000,94000,2,Medical,1,10300,16700,Owned,Stable,Rejected
PL100747,28,Government Employee,Permanent,58400,3.3,14700,230000,5,Home Renovation,1,34200,8300,Rented,Stable,Rejected
PL100748,24,Salaried,Permanent,69700,1.5,5900,411000,4,Emergency,3,23000,38500,Family Owned,Moderate,Approved
PL100749,28,Business Owner,Business,55400,6.0,7300,450000,2,Debt Consolidation,2,21400,29100,Family Owned,Moderate,Approved
PL100750,28,Private Employee,Contract,55400,3.4,11600,231000,3,Home Renovation,2,13600,30900,Rented,Moderate,Approved
PL100751,33,Private Employee,Permanent,32900,13.0,6200,229000,5,Medical,1,12600,14900,Owned,Very Stable,Approved
PL100752,37,Business Owner,Business,14000,5.1,800,168000,3,Debt Consolidation,1,6900,5800,Family Owned,Very Stable,Rejected
PL100753,33,Private Employee,Permanent,57400,6.5,2900,498000,5,Home Renovation,2,29600,26700,Rented,Stable,Approved
PL100754,50,Salaried,Permanent,34700,30.0,6500,275000,5,Wedding,1,16600,11600,Rented,Moderate,Approved
PL100755,21,Professional,Permanent,49300,0.2,3100,344000,2,Medical,0,10200,36600,Owned,Moderate,Approved
PL100756,41,Private Employee,Permanent,29200,9.4,4800,345000,3,Medical,0,5900,17700,Owned,Stable,Rejected
PL100757,28,Self Employed,Self Employed,43200,2.5,1700,223000,2,Other Personal,1,22100,19900,Owned,Stable,Rejected
PL100758,32,Salaried,Permanent,57400,5.9,12100,389000,2,Debt Consolidation,2,43400,3900,Rented,Moderate,Rejected
PL100759,50,Salaried,Permanent,24000,11.2,6800,131000,3,Home Renovation,1,7900,9000,Owned,Very Stable,Rejected
PL100760,30,Salaried,Permanent,42600,8.4,8000,128000,4,Debt Consolidation,4,22700,11700,Rented,Moderate,Approved
PL100761,30,Private Employee,Permanent,32900,9.3,6300,347000,3,Consumer Purchase,0,13200,14500,Rented,Stable,Approved
PL100762,30,Government Employee,Permanent,39100,2.7,300,148000,2,Medical,0,20200,16700,Rented,Moderate,Approved
PL100763,33,Salaried,Permanent,37500,6.1,0,347000,1,Wedding,0,16400,22400,Family Owned,Moderate,Rejected
PL100764,35,Self Employed,Self Employed,57500,8.1,4900,242000,5,Consumer Purchase,1,25400,25300,Family Owned,Very Stable,Approved
PL100765,34,Private Employee,Contract,24600,3.8,800,291000,1,Emergency,0,8400,16300,Owned,Moderate,Rejected
PL100766,21,Private Employee,Permanent,35000,0.5,5300,73000,2,Consumer Purchase,3,14700,16700,Family Owned,Stable,Approved
PL100767,27,Salaried,Contract,34500,5.4,9000,320000,3,Other Personal,1,15800,8800,Owned,Very Stable,Rejected
PL100768,44,Private Employee,Permanent,37300,12.6,0,274000,1,Emergency,0,11100,26900,Rented,Very Stable,Approved
PL100769,43,Private Employee,Permanent,18800,9.6,3400,178000,2,Medical,1,9800,5500,Family Owned,Very Stable,Rejected
PL100770,37,Salaried,Contract,39400,6.5,5700,198000,3,Consumer Purchase,4,14300,19700,Family Owned,Stable,Approved
PL100771,31,Professional,Permanent,57000,10.9,10400,621000,2,Consumer Purchase,2,47400,-3400,Owned,Very Stable,Rejected
PL100772,35,Business Owner,Business,27400,5.1,7900,156000,4,Consumer Purchase,3,15100,3500,Owned,Unstable,Rejected
PL100773,28,Private Employee,Permanent,17700,5.0,1600,157000,2,Medical,0,9700,6000,Family Owned,Stable,Rejected
PL100774,46,Salaried,Contract,45000,6.6,7800,320000,5,Debt Consolidation,3,17100,18700,Owned,Moderate,Approved
PL100775,45,Salaried,Permanent,24100,0.9,2600,103000,2,Debt Consolidation,2,12200,8600,Rented,Very Stable,Approved
PL100776,37,Business Owner,Business,17200,3.9,5100,175000,3,Medical,0,8600,3500,Rented,Moderate,Rejected
PL100777,29,Salaried,Permanent,33100,3.0,3900,274000,2,Debt Consolidation,2,5900,22700,Owned,Very Stable,Approved
PL100778,39,Business Owner,Business,18300,8.8,3300,91000,5,Debt Consolidation,2,8500,6500,Rented,Stable,Approved
PL100779,40,Salaried,Permanent,17600,19.5,1700,100000,3,Other Personal,1,12700,3300,Owned,Very Stable,Approved
PL100780,36,Private Employee,Permanent,47800,5.8,6900,81000,3,Wedding,0,7500,33300,Owned,Moderate,Approved
PL100781,27,Private Employee,Permanent,33100,3.3,6300,127000,5,Debt Consolidation,1,21500,4000,Owned,Stable,Approved
PL100782,44,Salaried,Permanent,18300,18.5,2300,184000,3,Home Renovation,2,11100,4800,Rented,Stable,Rejected
PL100783,41,Professional,Permanent,25800,15.3,1400,294000,3,Wedding,2,6400,17200,Family Owned,Moderate,Approved
PL100784,26,Professional,Permanent,100900,3.9,5400,800000,2,Wedding,1,29800,68000,Family Owned,Very Stable,Approved
PL100785,36,Private Employee,Permanent,31100,6.5,10000,93000,1,Consumer Purchase,2,16400,2800,Rented,Stable,Approved
PL100786,27,Private Employee,Permanent,30400,3.4,3500,274000,5,Consumer Purchase,1,4100,21400,Owned,Very Stable,Approved
PL100787,32,Business Owner,Business,19500,8.1,6000,135000,1,Travel,3,9300,3600,Owned,Unstable,Rejected
PL100788,33,Professional,Permanent,33100,2.0,6100,175000,5,Consumer Purchase,1,18300,7500,Owned,Stable,Rejected
PL100789,24,Business Owner,Business,18700,1.4,4100,139000,4,Debt Consolidation,2,10100,4500,Owned,Unstable,Rejected
PL100790,27,Salaried,Permanent,16200,1.9,1500,94000,2,Wedding,4,5900,9000,Family Owned,Moderate,Rejected
PL100791,46,Government Employee,Permanent,36200,3.1,9000,143000,1,Home Renovation,1,16100,12000,Family Owned,Stable,Rejected
PL100792,21,Business Owner,Business,17600,0.3,3800,78000,5,Emergency,2,8100,5700,Family Owned,Moderate,Rejected
PL100793,41,Self Employed,Self Employed,36400,17.7,11500,99000,5,Emergency,2,16000,7100,Family Owned,Very Stable,Rejected
PL100794,37,Private Employee,Contract,73300,13.1,5000,506000,2,Consumer Purchase,3,32500,33200,Rented,Stable,Approved
PL100795,44,Private Employee,Permanent,42900,3.6,7700,184000,4,Consumer Purchase,2,27400,7600,Owned,Stable,Approved
PL100796,23,Business Owner,Business,16300,1.1,5100,135000,3,Home Renovation,1,5600,5900,Rented,Stable,Rejected
PL100797,39,Professional,Permanent,22700,0.7,1500,122000,2,Travel,3,15000,5900,Rented,Moderate,Rejected
PL100798,45,Professional,Permanent,19500,20.6,1300,189000,2,Home Renovation,1,13600,4200,Family Owned,Stable,Approved
PL100799,59,Government Employee,Permanent,31600,25.4,6400,163000,2,Home Renovation,0,9100,15200,Owned,Stable,Approved
PL100800,39,Government Employee,Permanent,39900,9.5,5100,447000,1,Medical,1,12600,23100,Family Owned,Moderate,Rejected
PL100801,38,Business Owner,Business,17000,11.9,2800,124000,3,Consumer Purchase,3,2000,11600,Owned,Unstable,Rejected
PL100802,32,Private Employee,Permanent,33400,4.4,2000,253000,5,Medical,1,6000,26500,Rented,Very Stable,Approved
PL100803,48,Salaried,Permanent,55100,4.7,8200,379000,3,Home Renovation,0,15800,30500,Rented,Stable,Approved
PL100804,28,Self Employed,Self Employed,33800,3.8,8000,341000,3,Other Personal,0,11300,14700,Rented,Very Stable,Approved
PL100805,33,Self Employed,Self Employed,25400,10.9,3600,275000,2,Consumer Purchase,0,12000,9600,Rented,Moderate,Approved
PL100806,21,Government Employee,Permanent,53100,0.4,13800,262000,3,Home Renovation,2,16500,24300,Family Owned,Moderate,Approved
PL100807,21,Private Employee,Contract,58000,0.2,0,450000,2,Wedding,0,20100,36600,Owned,Stable,Approved
PL100808,29,Salaried,Permanent,33900,2.6,6500,145000,2,Debt Consolidation,1,22700,4300,Rented,Moderate,Rejected
PL100809,34,Salaried,Contract,28900,10.3,5200,284000,3,Emergency,2,18100,5800,Rented,Moderate,Rejected
PL100810,36,Private Employee,Permanent,36700,7.9,5100,96000,1,Wedding,3,17100,15200,Rented,Moderate,Rejected
PL100811,21,Salaried,Permanent,64700,0.2,20800,734000,1,Travel,1,47300,-2800,Owned,Stable,Rejected
PL100812,42,Salaried,Permanent,22000,18.1,3400,107000,5,Wedding,2,8100,10400,Family Owned,Stable,Approved
PL100813,21,Self Employed,Self Employed,39300,0.2,3600,326000,5,Home Renovation,2,14200,20800,Rented,Unstable,Rejected
PL100814,25,Salaried,Permanent,63300,0.7,11300,726000,1,Emergency,1,33900,16700,Owned,Moderate,Rejected
PL100815,33,Salaried,Permanent,53400,3.5,0,81000,2,Home Renovation,3,27600,28000,Owned,Moderate,Approved
PL100816,37,Private Employee,Permanent,14000,4.3,1400,43000,2,Other Personal,2,6200,5800,Family Owned,Moderate,Approved
PL100817,32,Salaried,Permanent,34300,11.4,2000,134000,5,Consumer Purchase,0,11300,20900,Owned,Unstable,Approved
PL100818,34,Government Employee,Permanent,46000,5.9,0,105000,2,Wedding,0,18900,26400,Rented,Stable,Approved
PL100819,21,Business Owner,Business,47000,0.1,3400,483000,3,Other Personal,1,21400,21100,Family Owned,Unstable,Approved
PL100820,42,Private Employee,Contract,64200,13.4,12500,533000,5,Wedding,1,18100,32100,Owned,Unstable,Approved
PL100821,24,Salaried,Permanent,19400,1.8,2700,116000,4,Wedding,2,6500,9400,Family Owned,Stable,Approved
PL100822,38,Private Employee,Permanent,27600,3.1,7200,94000,4,Travel,2,9100,11900,Rented,Stable,Approved
PL100823,45,Salaried,Permanent,40400,2.3,3700,472000,3,Other Personal,1,13900,22000,Family Owned,Stable,Rejected
PL100824,28,Salaried,Permanent,37600,6.7,2000,203000,3,Other Personal,1,13000,23200,Family Owned,Stable,Approved
PL100825,30,Professional,Permanent,77600,1.8,12800,191000,2,Medical,0,28600,35100,Family Owned,Stable,Approved
PL100826,43,Salaried,Permanent,19800,15.3,4500,150000,1,Debt Consolidation,2,4900,9900,Family Owned,Stable,Rejected
PL100827,36,Government Employee,Permanent,53800,6.0,9000,142000,1,Medical,0,18200,26700,Owned,Stable,Approved
PL100828,41,Government Employee,Permanent,40000,1.9,5100,149000,1,Consumer Purchase,3,19500,17200,Owned,Stable,Rejected
PL100829,39,Government Employee,Permanent,28600,12.2,6000,169000,2,Medical,2,14300,8400,Owned,Very Stable,Rejected
PL100830,36,Government Employee,Permanent,37100,6.5,4200,62000,2,Travel,0,16600,16900,Rented,Stable,Rejected
PL100831,33,Salaried,Permanent,38900,0.7,8500,331000,3,Other Personal,4,13400,18200,Family Owned,Stable,Approved
PL100832,36,Government Employee,Permanent,14100,4.2,900,135000,1,Debt Consolidation,1,4700,9000,Owned,Moderate,Approved
PL100833,45,Salaried,Permanent,33900,2.3,4000,293000,5,Consumer Purchase,3,9400,20100,Owned,Very Stable,Approved
PL100834,40,Business Owner,Business,42600,11.5,4900,478000,4,Wedding,2,18400,19300,Owned,Stable,Approved
PL100835,24,Self Employed,Self Employed,52000,0.9,15500,191000,2,Wedding,0,26300,9700,Family Owned,Stable,Approved
PL100836,22,Private Employee,Permanent,35700,0.3,6800,410000,5,Consumer Purchase,3,22000,6800,Rented,Stable,Rejected
PL100837,40,Professional,Contract,41600,4.7,0,76000,3,Debt Consolidation,3,22500,20500,Owned,Very Stable,Approved
PL100838,21,Business Owner,Business,40200,0.3,12700,222000,5,Medical,3,21600,7000,Rented,Stable,Approved
PL100839,21,Private Employee,Permanent,37900,0.3,8700,231000,2,Medical,0,17400,12200,Owned,Stable,Rejected
PL100840,26,Self Employed,Self Employed,34300,2.8,9900,196000,3,Medical,2,16400,8200,Family Owned,Stable,Approved
PL100841,41,Salaried,Contract,36900,3.4,9200,372000,2,Wedding,2,13700,13400,Rented,Moderate,Approved
PL100842,44,Business Owner,Business,47600,5.1,2500,418000,4,Medical,2,13300,31800,Owned,Stable,Approved
PL100843,34,Professional,Permanent,23300,13.0,1700,145000,2,Wedding,3,12300,9300,Owned,Moderate,Approved
PL100844,28,Private Employee,Permanent,25200,4.0,900,200000,3,Debt Consolidation,2,17100,7500,Rented,Stable,Rejected
PL100845,33,Private Employee,Permanent,29200,1.8,4500,56000,1,Home Renovation,2,10000,14400,Owned,Moderate,Approved
PL100846,60,Business Owner,Business,28600,15.2,0,94000,4,Other Personal,2,10900,18500,Owned,Moderate,Approved
PL100847,43,Salaried,Permanent,23000,6.3,4000,91000,1,Home Renovation,2,9700,9700,Owned,Stable,Approved
PL100848,28,Self Employed,Self Employed,34700,0.5,5300,312000,5,Debt Consolidation,0,19900,8600,Family Owned,Stable,Approved
PL100849,33,Salaried,Permanent,36900,7.9,2400,303000,2,Wedding,1,15900,18100,Rented,Stable,Approved
PL100850,22,Salaried,Permanent,63100,0.8,20600,414000,1,Home Renovation,1,31500,11900,Owned,Stable,Rejected
PL100851,35,Private Employee,Permanent,23500,6.4,5200,221000,1,Medical,1,12000,5400,Family Owned,Stable,Rejected
PL100852,30,Salaried,Permanent,29300,7.1,0,254000,3,Emergency,2,11100,18500,Rented,Moderate,Approved
PL100853,34,Self Employed,Self Employed,84800,6.2,18000,807000,5,Debt Consolidation,4,39100,25300,Family Owned,Very Stable,Approved
PL100854,22,Private Employee,Contract,22100,2.0,2300,95000,2,Medical,2,5900,14000,Owned,Very Stable,Approved
PL100855,39,Self Employed,Self Employed,42100,3.9,5200,249000,2,Consumer Purchase,1,29000,11800,Rented,Very Stable,Approved
PL100856,38,Private Employee,Contract,19000,3.3,4500,82000,2,Consumer Purchase,0,10300,3900,Family Owned,Moderate,Rejected
PL100857,45,Self Employed,Self Employed,36900,12.9,5200,386000,2,Medical,0,23700,9100,Owned,Unstable,Approved
PL100858,24,Self Employed,Self Employed,31300,2.7,3400,108000,1,Travel,0,14500,12700,Rented,Stable,Approved
PL100859,29,Self Employed,Self Employed,43500,2.3,1100,88000,3,Debt Consolidation,2,17000,25000,Family Owned,Stable,Approved
PL100860,43,Professional,Permanent,30300,18.6,4500,340000,3,Consumer Purchase,0,5900,20900,Family Owned,Very Stable,Approved
PL100861,40,Private Employee,Permanent,44600,3.2,4100,205000,4,Home Renovation,2,16500,21600,Owned,Very Stable,Approved
PL100862,39,Private Employee,Permanent,40500,0.4,7900,277000,3,Home Renovation,0,17200,12500,Rented,Moderate,Rejected
PL100863,40,Private Employee,Permanent,81300,9.7,14600,736000,1,Emergency,1,28200,36700,Family Owned,Stable,Approved
PL100864,42,Government Employee,Permanent,22700,2.6,8300,228000,3,Medical,2,7600,5900,Family Owned,Moderate,Rejected
PL100865,52,Private Employee,Contract,19600,1.0,1200,218000,4,Wedding,3,5400,13500,Rented,Stable,Rejected
PL100866,51,Salaried,Permanent,31400,9.3,2200,97000,1,Home Renovation,4,12900,15700,Owned,Moderate,Approved
PL100867,31,Self Employed,Self Employed,42700,3.7,8400,334000,3,Consumer Purchase,1,12200,20100,Owned,Unstable,Rejected
PL100868,42,Salaried,Permanent,46900,12.4,2900,515000,3,Emergency,1,22600,20900,Owned,Stable,Approved
PL100869,21,Private Employee,Permanent,25600,0.3,1200,255000,4,Other Personal,2,10500,14500,Family Owned,Stable,Rejected
PL100870,39,Business Owner,Business,73800,16.0,1600,445000,2,Debt Consolidation,3,20600,49400,Owned,Stable,Approved
